profileID,respID,qID,altID,obsID,Cooktop_Type,final_cost_price,Average_annual_usage_Cost,number_of_burners,image
37,561,4,1,4484,Gas,500,70,3,g3.jpg
215,561,4,2,4484,Electric,1500,100,4,e4.jpg
219,561,4,3,4484,Induction,500,50,5,i5.jpg
112,561,5,1,4485,Gas,700,50,4,g4.jpg
14,561,5,2,4485,Electric,1300,50,3,e3.jpg
288,561,5,3,4485,Induction,1500,80,5,i5.jpg
313,561,6,1,4486,Gas,900,100,5,g5.jpg
233,561,6,2,4486,Electric,1500,50,5,e5.jpg
87,561,6,3,4486,Induction,1300,90,3,i3.jpg
1,561,7,1,4487,Gas,500,50,3,g3.jpg
134,561,7,2,4487,Electric,900,60,4,e4.jpg
54,561,7,3,4487,Induction,1500,70,3,i3.jpg
187,561,8,1,4488,Gas,900,90,4,g4.jpg
233,561,8,2,4488,Electric,1500,50,5,e5.jpg
240,561,8,3,4488,Induction,700,60,5,i5.jpg
94,562,1,1,4489,Gas,700,100,3,g3.jpg
242,562,1,2,4489,Electric,900,60,5,e5.jpg
174,562,1,3,4489,Induction,1100,80,4,i4.jpg
133,562,2,1,4490,Gas,900,60,4,g4.jpg
47,562,2,2,4490,Electric,1100,70,3,e3.jpg
147,562,2,3,4490,Induction,500,70,4,i4.jpg
136,562,3,1,4491,Gas,1100,60,4,g4.jpg
11,562,3,2,4491,Electric,1100,50,3,e3.jpg
24,562,3,3,4491,Induction,700,60,3,i3.jpg
295,562,4,1,4492,Gas,900,90,5,g5.jpg
296,562,4,2,4492,Electric,900,90,5,e5.jpg
123,562,4,3,4492,Induction,1300,50,4,i4.jpg
130,562,5,1,4493,Gas,700,60,4,g4.jpg
116,562,5,2,4493,Electric,900,50,4,e4.jpg
267,562,5,3,4493,Induction,1300,70,5,i5.jpg
61,562,6,1,4494,Gas,900,80,3,g3.jpg
38,562,6,2,4494,Electric,500,70,3,e3.jpg
201,562,6,3,4494,Induction,500,100,4,i4.jpg
10,562,7,1,4495,Gas,1100,50,3,g3.jpg
125,562,7,2,4495,Electric,1500,50,4,e4.jpg
108,562,7,3,4495,Induction,1500,100,3,i3.jpg
172,562,8,1,4496,Gas,1100,80,4,g4.jpg
62,562,8,2,4496,Electric,900,80,3,e3.jpg
117,562,8,3,4496,Induction,900,50,4,i4.jpg
73,563,1,1,4497,Gas,500,90,3,g3.jpg
311,563,1,2,4497,Electric,700,100,5,e5.jpg
243,563,1,3,4497,Induction,900,60,5,i5.jpg
136,563,2,1,4498,Gas,1100,60,4,g4.jpg
92,563,2,2,4498,Electric,500,100,3,e3.jpg
147,563,2,3,4498,Induction,500,70,4,i4.jpg
256,563,3,1,4499,Gas,700,70,5,g5.jpg
137,563,3,2,4499,Electric,1100,60,4,e4.jpg
237,563,3,3,4499,Induction,500,60,5,i5.jpg
298,563,4,1,4500,Gas,1100,90,5,g5.jpg
125,563,4,2,4500,Electric,1500,50,4,e4.jpg
33,563,4,3,4500,Induction,1300,60,3,i3.jpg
307,563,5,1,4501,Gas,500,100,5,g5.jpg
206,563,5,2,4501,Electric,900,100,4,e4.jpg
117,563,5,3,4501,Induction,900,50,4,i4.jpg
286,563,6,1,4502,Gas,1500,80,5,g5.jpg
95,563,6,2,4502,Electric,700,100,3,e3.jpg
234,563,6,3,4502,Induction,1500,50,5,i5.jpg
163,563,7,1,4503,Gas,500,80,4,g4.jpg
209,563,7,2,4503,Electric,1100,100,4,e4.jpg
177,563,7,3,4503,Induction,1300,80,4,i4.jpg
301,563,8,1,4504,Gas,1300,90,5,g5.jpg
296,563,8,2,4504,Electric,900,90,5,e5.jpg
312,563,8,3,4504,Induction,700,100,5,i5.jpg
58,564,1,1,4505,Gas,700,80,3,g3.jpg
236,564,1,2,4505,Electric,500,60,5,e5.jpg
243,564,1,3,4505,Induction,900,60,5,i5.jpg
88,564,2,1,4506,Gas,1500,90,3,g3.jpg
29,564,2,2,4506,Electric,1100,60,3,e3.jpg
174,564,2,3,4506,Induction,1100,80,4,i4.jpg
139,564,3,1,4507,Gas,1300,60,4,g4.jpg
146,564,3,2,4507,Electric,500,70,4,e4.jpg
225,564,3,3,4507,Induction,900,50,5,i5.jpg
13,564,4,1,4508,Gas,1300,50,3,g3.jpg
302,564,4,2,4508,Electric,1300,90,5,e5.jpg
285,564,4,3,4508,Induction,1300,80,5,i5.jpg
13,564,5,1,4509,Gas,1300,50,3,g3.jpg
47,564,5,2,4509,Electric,1100,70,3,e3.jpg
183,564,5,3,4509,Induction,500,90,4,i4.jpg
235,564,6,1,4510,Gas,500,60,5,g5.jpg
77,564,6,2,4510,Electric,700,90,3,e3.jpg
78,564,6,3,4510,Induction,700,90,3,i3.jpg
133,564,7,1,4511,Gas,900,60,4,g4.jpg
269,564,7,2,4511,Electric,1500,70,5,e5.jpg
156,564,7,3,4511,Induction,1100,70,4,i4.jpg
34,564,8,1,4512,Gas,1500,60,3,g3.jpg
164,564,8,2,4512,Electric,500,80,4,e4.jpg
324,564,8,3,4512,Induction,1500,100,5,i5.jpg
274,565,1,1,4513,Gas,700,80,5,g5.jpg
149,565,1,2,4513,Electric,700,70,4,e4.jpg
162,565,1,3,4513,Induction,1500,70,4,i4.jpg
31,565,2,1,4514,Gas,1300,60,3,g3.jpg
92,565,2,2,4514,Electric,500,100,3,e3.jpg
114,565,2,3,4514,Induction,700,50,4,i4.jpg
310,565,3,1,4515,Gas,700,100,5,g5.jpg
35,565,3,2,4515,Electric,1500,60,3,e3.jpg
183,565,3,3,4515,Induction,500,90,4,i4.jpg
49,565,4,1,4516,Gas,1300,70,3,g3.jpg
92,565,4,2,4516,Electric,500,100,3,e3.jpg
84,565,4,3,4516,Induction,1100,90,3,i3.jpg
25,565,5,1,4517,Gas,900,60,3,g3.jpg
314,565,5,2,4517,Electric,900,100,5,e5.jpg
60,565,5,3,4517,Induction,700,80,3,i3.jpg
40,565,6,1,4518,Gas,700,70,3,g3.jpg
2,565,6,2,4518,Electric,500,50,3,e3.jpg
150,565,6,3,4518,Induction,700,70,4,i4.jpg
202,565,7,1,4519,Gas,700,100,4,g4.jpg
134,565,7,2,4519,Electric,900,60,4,e4.jpg
267,565,7,3,4519,Induction,1300,70,5,i5.jpg
70,565,8,1,4520,Gas,1500,80,3,g3.jpg
116,565,8,2,4520,Electric,900,50,4,e4.jpg
267,565,8,3,4520,Induction,1300,70,5,i5.jpg
205,566,1,1,4521,Gas,900,100,4,g4.jpg
44,566,1,2,4521,Electric,900,70,3,e3.jpg
39,566,1,3,4521,Induction,500,70,3,i3.jpg
265,566,2,1,4522,Gas,1300,70,5,g5.jpg
296,566,2,2,4522,Electric,900,90,5,e5.jpg
309,566,2,3,4522,Induction,500,100,5,i5.jpg
175,566,3,1,4523,Gas,1300,80,4,g4.jpg
38,566,3,2,4523,Electric,500,70,3,e3.jpg
183,566,3,3,4523,Induction,500,90,4,i4.jpg
88,566,4,1,4524,Gas,1500,90,3,g3.jpg
197,566,4,2,4524,Electric,1500,90,4,e4.jpg
135,566,4,3,4524,Induction,900,60,4,i4.jpg
208,566,5,1,4525,Gas,1100,100,4,g4.jpg
89,566,5,2,4525,Electric,1500,90,3,e3.jpg
18,566,5,3,4525,Induction,1500,50,3,i3.jpg
244,566,6,1,4526,Gas,1100,60,5,g5.jpg
179,566,6,2,4526,Electric,1500,80,4,e4.jpg
75,566,6,3,4526,Induction,500,90,3,i3.jpg
241,566,7,1,4527,Gas,900,60,5,g5.jpg
227,566,7,2,4527,Electric,1100,50,5,e5.jpg
108,566,7,3,4527,Induction,1500,100,3,i3.jpg
292,566,8,1,4528,Gas,700,90,5,g5.jpg
80,566,8,2,4528,Electric,900,90,3,e3.jpg
165,566,8,3,4528,Induction,500,80,4,i4.jpg
157,567,1,1,4529,Gas,1300,70,4,g4.jpg
158,567,1,2,4529,Electric,1300,70,4,e4.jpg
48,567,1,3,4529,Induction,1100,70,3,i3.jpg
109,567,2,1,4530,Gas,500,50,4,g4.jpg
92,567,2,2,4530,Electric,500,100,3,e3.jpg
84,567,2,3,4530,Induction,1100,90,3,i3.jpg
115,567,3,1,4531,Gas,900,50,4,g4.jpg
269,567,3,2,4531,Electric,1500,70,5,e5.jpg
42,567,3,3,4531,Induction,700,70,3,i3.jpg
73,567,4,1,4532,Gas,500,90,3,g3.jpg
158,567,4,2,4532,Electric,1300,70,4,e4.jpg
51,567,4,3,4532,Induction,1300,70,3,i3.jpg
10,567,5,1,4533,Gas,1100,50,3,g3.jpg
215,567,5,2,4533,Electric,1500,100,4,e4.jpg
318,567,5,3,4533,Induction,1100,100,5,i5.jpg
100,567,6,1,4534,Gas,1100,100,3,g3.jpg
29,567,6,2,4534,Electric,1100,60,3,e3.jpg
90,567,6,3,4534,Induction,1500,90,3,i3.jpg
115,567,7,1,4535,Gas,900,50,4,g4.jpg
80,567,7,2,4535,Electric,900,90,3,e3.jpg
267,567,7,3,4535,Induction,1300,70,5,i5.jpg
163,567,8,1,4536,Gas,500,80,4,g4.jpg
131,567,8,2,4536,Electric,700,60,4,e4.jpg
45,567,8,3,4536,Induction,900,70,3,i3.jpg
190,568,1,1,4537,Gas,1100,90,4,g4.jpg
164,568,1,2,4537,Electric,500,80,4,e4.jpg
216,568,1,3,4537,Induction,1500,100,4,i4.jpg
43,568,2,1,4538,Gas,900,70,3,g3.jpg
218,568,2,2,4538,Electric,500,50,5,e5.jpg
48,568,2,3,4538,Induction,1100,70,3,i3.jpg
163,568,3,1,4539,Gas,500,80,4,g4.jpg
293,568,3,2,4539,Electric,700,90,5,e5.jpg
117,568,3,3,4539,Induction,900,50,4,i4.jpg
106,568,4,1,4540,Gas,1500,100,3,g3.jpg
311,568,4,2,4540,Electric,700,100,5,e5.jpg
189,568,4,3,4540,Induction,900,90,4,i4.jpg
166,568,5,1,4541,Gas,700,80,4,g4.jpg
170,568,5,2,4541,Electric,900,80,4,e4.jpg
93,568,5,3,4541,Induction,500,100,3,i3.jpg
139,568,6,1,4542,Gas,1300,60,4,g4.jpg
242,568,6,2,4542,Electric,900,60,5,e5.jpg
216,568,6,3,4542,Induction,1500,100,4,i4.jpg
118,568,7,1,4543,Gas,1100,50,4,g4.jpg
20,568,7,2,4543,Electric,500,60,3,e3.jpg
237,568,7,3,4543,Induction,500,60,5,i5.jpg
127,568,8,1,4544,Gas,500,60,4,g4.jpg
17,568,8,2,4544,Electric,1500,50,3,e3.jpg
225,568,8,3,4544,Induction,900,50,5,i5.jpg
247,569,1,1,4545,Gas,1300,60,5,g5.jpg
317,569,1,2,4545,Electric,1100,100,5,e5.jpg
261,569,1,3,4545,Induction,900,70,5,i5.jpg
46,569,2,1,4546,Gas,1100,70,3,g3.jpg
299,569,2,2,4546,Electric,1100,90,5,e5.jpg
282,569,2,3,4546,Induction,1100,80,5,i5.jpg
130,569,3,1,4547,Gas,700,60,4,g4.jpg
113,569,3,2,4547,Electric,700,50,4,e4.jpg
6,569,3,3,4547,Induction,700,50,3,i3.jpg
121,569,4,1,4548,Gas,1300,50,4,g4.jpg
209,569,4,2,4548,Electric,1100,100,4,e4.jpg
18,569,4,3,4548,Induction,1500,50,3,i3.jpg
187,569,5,1,4549,Gas,900,90,4,g4.jpg
8,569,5,2,4549,Electric,900,50,3,e3.jpg
183,569,5,3,4549,Induction,500,90,4,i4.jpg
280,569,6,1,4550,Gas,1100,80,5,g5.jpg
71,569,6,2,4550,Electric,1500,80,3,e3.jpg
195,569,6,3,4550,Induction,1300,90,4,i4.jpg
301,569,7,1,4551,Gas,1300,90,5,g5.jpg
149,569,7,2,4551,Electric,700,70,4,e4.jpg
126,569,7,3,4551,Induction,1500,50,4,i4.jpg
289,569,8,1,4552,Gas,500,90,5,g5.jpg
188,569,8,2,4552,Electric,900,90,4,e4.jpg
150,569,8,3,4552,Induction,700,70,4,i4.jpg
19,570,1,1,4553,Gas,500,60,3,g3.jpg
122,570,1,2,4553,Electric,1300,50,4,e4.jpg
180,570,1,3,4553,Induction,1500,80,4,i4.jpg
280,570,2,1,4554,Gas,1100,80,5,g5.jpg
134,570,2,2,4554,Electric,900,60,4,e4.jpg
303,570,2,3,4554,Induction,1300,90,5,i5.jpg
100,570,3,1,4555,Gas,1100,100,3,g3.jpg
116,570,3,2,4555,Electric,900,50,4,e4.jpg
90,570,3,3,4555,Induction,1500,90,3,i3.jpg
4,570,4,1,4556,Gas,700,50,3,g3.jpg
23,570,4,2,4556,Electric,700,60,3,e3.jpg
261,570,4,3,4556,Induction,900,70,5,i5.jpg
4,570,5,1,4557,Gas,700,50,3,g3.jpg
275,570,5,2,4557,Electric,700,80,5,e5.jpg
102,570,5,3,4557,Induction,1100,100,3,i3.jpg
91,570,6,1,4558,Gas,500,100,3,g3.jpg
311,570,6,2,4558,Electric,700,100,5,e5.jpg
201,570,6,3,4558,Induction,500,100,4,i4.jpg
319,570,7,1,4559,Gas,1300,100,5,g5.jpg
152,570,7,2,4559,Electric,900,70,4,e4.jpg
3,570,7,3,4559,Induction,500,50,3,i3.jpg
166,570,8,1,4560,Gas,700,80,4,g4.jpg
290,570,8,2,4560,Electric,500,90,5,e5.jpg
195,570,8,3,4560,Induction,1300,90,4,i4.jpg
316,571,1,1,4561,Gas,1100,100,5,g5.jpg
62,571,1,2,4561,Electric,900,80,3,e3.jpg
159,571,1,3,4561,Induction,1300,70,4,i4.jpg
229,571,2,1,4562,Gas,1300,50,5,g5.jpg
161,571,2,2,4562,Electric,1500,70,4,e4.jpg
258,571,2,3,4562,Induction,700,70,5,i5.jpg
118,571,3,1,4563,Gas,1100,50,4,g4.jpg
227,571,3,2,4563,Electric,1100,50,5,e5.jpg
30,571,3,3,4563,Induction,1100,60,3,i3.jpg
70,571,4,1,4564,Gas,1500,80,3,g3.jpg
113,571,4,2,4564,Electric,700,50,4,e4.jpg
273,571,4,3,4564,Induction,500,80,5,i5.jpg
301,571,5,1,4565,Gas,1300,90,5,g5.jpg
239,571,5,2,4565,Electric,700,60,5,e5.jpg
162,571,5,3,4565,Induction,1500,70,4,i4.jpg
241,571,6,1,4566,Gas,900,60,5,g5.jpg
308,571,6,2,4566,Electric,500,100,5,e5.jpg
144,571,6,3,4566,Induction,1500,60,4,i4.jpg
67,571,7,1,4567,Gas,1300,80,3,g3.jpg
89,571,7,2,4567,Electric,1500,90,3,e3.jpg
147,571,7,3,4567,Induction,500,70,4,i4.jpg
43,571,8,1,4568,Gas,900,70,3,g3.jpg
74,571,8,2,4568,Electric,500,90,3,e3.jpg
150,571,8,3,4568,Induction,700,70,4,i4.jpg
139,572,1,1,4569,Gas,1300,60,4,g4.jpg
50,572,1,2,4569,Electric,1300,70,3,e3.jpg
201,572,1,3,4569,Induction,500,100,4,i4.jpg
232,572,2,1,4570,Gas,1500,50,5,g5.jpg
98,572,2,2,4570,Electric,900,100,3,e3.jpg
282,572,2,3,4570,Induction,1100,80,5,i5.jpg
292,572,3,1,4571,Gas,700,90,5,g5.jpg
14,572,3,2,4571,Electric,1300,50,3,e3.jpg
66,572,3,3,4571,Induction,1100,80,3,i3.jpg
277,572,4,1,4572,Gas,900,80,5,g5.jpg
248,572,4,2,4572,Electric,1300,60,5,e5.jpg
186,572,4,3,4572,Induction,700,90,4,i4.jpg
46,572,5,1,4573,Gas,1100,70,3,g3.jpg
83,572,5,2,4573,Electric,1100,90,3,e3.jpg
228,572,5,3,4573,Induction,1100,50,5,i5.jpg
301,572,6,1,4574,Gas,1300,90,5,g5.jpg
41,572,6,2,4574,Electric,700,70,3,e3.jpg
153,572,6,3,4574,Induction,900,70,4,i4.jpg
34,572,7,1,4575,Gas,1500,60,3,g3.jpg
323,572,7,2,4575,Electric,1500,100,5,e5.jpg
81,572,7,3,4575,Induction,900,90,3,i3.jpg
124,572,8,1,4576,Gas,1500,50,4,g4.jpg
299,572,8,2,4576,Electric,1100,90,5,e5.jpg
234,572,8,3,4576,Induction,1500,50,5,i5.jpg
298,573,1,1,4577,Gas,1100,90,5,g5.jpg
32,573,1,2,4577,Electric,1300,60,3,e3.jpg
42,573,1,3,4577,Induction,700,70,3,i3.jpg
106,573,2,1,4578,Gas,1500,100,3,g3.jpg
305,573,2,2,4578,Electric,1500,90,5,e5.jpg
57,573,2,3,4578,Induction,500,80,3,i3.jpg
172,573,3,1,4579,Gas,1100,80,4,g4.jpg
233,573,3,2,4579,Electric,1500,50,5,e5.jpg
39,573,3,3,4579,Induction,500,70,3,i3.jpg
25,573,4,1,4580,Gas,900,60,3,g3.jpg
26,573,4,2,4580,Electric,900,60,3,e3.jpg
288,573,4,3,4580,Induction,1500,80,5,i5.jpg
160,573,5,1,4581,Gas,1500,70,4,g4.jpg
248,573,5,2,4581,Electric,1300,60,5,e5.jpg
18,573,5,3,4581,Induction,1500,50,3,i3.jpg
295,573,6,1,4582,Gas,900,90,5,g5.jpg
71,573,6,2,4582,Electric,1500,80,3,e3.jpg
243,573,6,3,4582,Induction,900,60,5,i5.jpg
52,573,7,1,4583,Gas,1500,70,3,g3.jpg
221,573,7,2,4583,Electric,700,50,5,e5.jpg
117,573,7,3,4583,Induction,900,50,4,i4.jpg
202,573,8,1,4584,Gas,700,100,4,g4.jpg
152,573,8,2,4584,Electric,900,70,4,e4.jpg
318,573,8,3,4584,Induction,1100,100,5,i5.jpg
79,574,1,1,4585,Gas,900,90,3,g3.jpg
62,574,1,2,4585,Electric,900,80,3,e3.jpg
309,574,1,3,4585,Induction,500,100,5,i5.jpg
235,574,2,1,4586,Gas,500,60,5,g5.jpg
323,574,2,2,4586,Electric,1500,100,5,e5.jpg
51,574,2,3,4586,Induction,1300,70,3,i3.jpg
67,574,3,1,4587,Gas,1300,80,3,g3.jpg
2,574,3,2,4587,Electric,500,50,3,e3.jpg
258,574,3,3,4587,Induction,700,70,5,i5.jpg
265,574,4,1,4588,Gas,1300,70,5,g5.jpg
56,574,4,2,4588,Electric,500,80,3,e3.jpg
273,574,4,3,4588,Induction,500,80,5,i5.jpg
262,574,5,1,4589,Gas,1100,70,5,g5.jpg
125,574,5,2,4589,Electric,1500,50,4,e4.jpg
30,574,5,3,4589,Induction,1100,60,3,i3.jpg
40,574,6,1,4590,Gas,700,70,3,g3.jpg
197,574,6,2,4590,Electric,1500,90,4,e4.jpg
270,574,6,3,4590,Induction,1500,70,5,i5.jpg
244,574,7,1,4591,Gas,1100,60,5,g5.jpg
146,574,7,2,4591,Electric,500,70,4,e4.jpg
210,574,7,3,4591,Induction,1100,100,4,i4.jpg
28,574,8,1,4592,Gas,1100,60,3,g3.jpg
89,574,8,2,4592,Electric,1500,90,3,e3.jpg
207,574,8,3,4592,Induction,900,100,4,i4.jpg
202,575,1,1,4593,Gas,700,100,4,g4.jpg
140,575,1,2,4593,Electric,1300,60,4,e4.jpg
99,575,1,3,4593,Induction,900,100,3,i3.jpg
16,575,2,1,4594,Gas,1500,50,3,g3.jpg
125,575,2,2,4594,Electric,1500,50,4,e4.jpg
201,575,2,3,4594,Induction,500,100,4,i4.jpg
100,575,3,1,4595,Gas,1100,100,3,g3.jpg
38,575,3,2,4595,Electric,500,70,3,e3.jpg
72,575,3,3,4595,Induction,1500,80,3,i3.jpg
190,575,4,1,4596,Gas,1100,90,4,g4.jpg
5,575,4,2,4596,Electric,700,50,3,e3.jpg
255,575,4,3,4596,Induction,500,70,5,i5.jpg
64,575,5,1,4597,Gas,1100,80,3,g3.jpg
113,575,5,2,4597,Electric,700,50,4,e4.jpg
180,575,5,3,4597,Induction,1500,80,4,i4.jpg
58,575,6,1,4598,Gas,700,80,3,g3.jpg
314,575,6,2,4598,Electric,900,100,5,e5.jpg
108,575,6,3,4598,Induction,1500,100,3,i3.jpg
43,575,7,1,4599,Gas,900,70,3,g3.jpg
68,575,7,2,4599,Electric,1300,80,3,e3.jpg
216,575,7,3,4599,Induction,1500,100,4,i4.jpg
106,575,8,1,4600,Gas,1500,100,3,g3.jpg
242,575,8,2,4600,Electric,900,60,5,e5.jpg
207,575,8,3,4600,Induction,900,100,4,i4.jpg
295,576,1,1,4601,Gas,900,90,5,g5.jpg
323,576,1,2,4601,Electric,1500,100,5,e5.jpg
84,576,1,3,4601,Induction,1100,90,3,i3.jpg
205,576,2,1,4602,Gas,900,100,4,g4.jpg
116,576,2,2,4602,Electric,900,50,4,e4.jpg
282,576,2,3,4602,Induction,1100,80,5,i5.jpg
268,576,3,1,4603,Gas,1500,70,5,g5.jpg
167,576,3,2,4603,Electric,700,80,4,e4.jpg
219,576,3,3,4603,Induction,500,50,5,i5.jpg
319,576,4,1,4604,Gas,1300,100,5,g5.jpg
74,576,4,2,4604,Electric,500,90,3,e3.jpg
6,576,4,3,4604,Induction,700,50,3,i3.jpg
106,576,5,1,4605,Gas,1500,100,3,g3.jpg
194,576,5,2,4605,Electric,1300,90,4,e4.jpg
189,576,5,3,4605,Induction,900,90,4,i4.jpg
259,576,6,1,4606,Gas,900,70,5,g5.jpg
89,576,6,2,4606,Electric,1500,90,3,e3.jpg
312,576,6,3,4606,Induction,700,100,5,i5.jpg
238,576,7,1,4607,Gas,700,60,5,g5.jpg
8,576,7,2,4607,Electric,900,50,3,e3.jpg
162,576,7,3,4607,Induction,1500,70,4,i4.jpg
319,576,8,1,4608,Gas,1300,100,5,g5.jpg
68,576,8,2,4608,Electric,1300,80,3,e3.jpg
234,576,8,3,4608,Induction,1500,50,5,i5.jpg
160,577,1,1,4609,Gas,1500,70,4,g4.jpg
290,577,1,2,4609,Electric,500,90,5,e5.jpg
48,577,1,3,4609,Induction,1100,70,3,i3.jpg
154,577,2,1,4610,Gas,1100,70,4,g4.jpg
242,577,2,2,4610,Electric,900,60,5,e5.jpg
231,577,2,3,4610,Induction,1300,50,5,i5.jpg
259,577,3,1,4611,Gas,900,70,5,g5.jpg
281,577,3,2,4611,Electric,1100,80,5,e5.jpg
171,577,3,3,4611,Induction,900,80,4,i4.jpg
34,577,4,1,4612,Gas,1500,60,3,g3.jpg
302,577,4,2,4612,Electric,1300,90,5,e5.jpg
261,577,4,3,4612,Induction,900,70,5,i5.jpg
259,577,5,1,4613,Gas,900,70,5,g5.jpg
317,577,5,2,4613,Electric,1100,100,5,e5.jpg
246,577,5,3,4613,Induction,1100,60,5,i5.jpg
22,577,6,1,4614,Gas,700,60,3,g3.jpg
95,577,6,2,4614,Electric,700,100,3,e3.jpg
87,577,6,3,4614,Induction,1300,90,3,i3.jpg
70,577,7,1,4615,Gas,1500,80,3,g3.jpg
59,577,7,2,4615,Electric,700,80,3,e3.jpg
108,577,7,3,4615,Induction,1500,100,3,i3.jpg
322,577,8,1,4616,Gas,1500,100,5,g5.jpg
254,577,8,2,4616,Electric,500,70,5,e5.jpg
171,577,8,3,4616,Induction,900,80,4,i4.jpg
115,578,1,1,4617,Gas,900,50,4,g4.jpg
155,578,1,2,4617,Electric,1100,70,4,e4.jpg
210,578,1,3,4617,Induction,1100,100,4,i4.jpg
40,578,2,1,4618,Gas,700,70,3,g3.jpg
230,578,2,2,4618,Electric,1300,50,5,e5.jpg
234,578,2,3,4618,Induction,1500,50,5,i5.jpg
25,578,3,1,4619,Gas,900,60,3,g3.jpg
119,578,3,2,4619,Electric,1100,50,4,e4.jpg
294,578,3,3,4619,Induction,700,90,5,i5.jpg
88,578,4,1,4620,Gas,1500,90,3,g3.jpg
38,578,4,2,4620,Electric,500,70,3,e3.jpg
210,578,4,3,4620,Induction,1100,100,4,i4.jpg
301,578,5,1,4621,Gas,1300,90,5,g5.jpg
53,578,5,2,4621,Electric,1500,70,3,e3.jpg
315,578,5,3,4621,Induction,900,100,5,i5.jpg
100,578,6,1,4622,Gas,1100,100,3,g3.jpg
11,578,6,2,4622,Electric,1100,50,3,e3.jpg
108,578,6,3,4622,Induction,1500,100,3,i3.jpg
133,578,7,1,4623,Gas,900,60,4,g4.jpg
311,578,7,2,4623,Electric,700,100,5,e5.jpg
267,578,7,3,4623,Induction,1300,70,5,i5.jpg
280,578,8,1,4624,Gas,1100,80,5,g5.jpg
137,578,8,2,4624,Electric,1100,60,4,e4.jpg
6,578,8,3,4624,Induction,700,50,3,i3.jpg
262,579,1,1,4625,Gas,1100,70,5,g5.jpg
152,579,1,2,4625,Electric,900,70,4,e4.jpg
51,579,1,3,4625,Induction,1300,70,3,i3.jpg
139,579,2,1,4626,Gas,1300,60,4,g4.jpg
29,579,2,2,4626,Electric,1100,60,3,e3.jpg
204,579,2,3,4626,Induction,700,100,4,i4.jpg
19,579,3,1,4627,Gas,500,60,3,g3.jpg
182,579,3,2,4627,Electric,500,90,4,e4.jpg
303,579,3,3,4627,Induction,1300,90,5,i5.jpg
142,579,4,1,4628,Gas,1500,60,4,g4.jpg
125,579,4,2,4628,Electric,1500,50,4,e4.jpg
273,579,4,3,4628,Induction,500,80,5,i5.jpg
322,579,5,1,4629,Gas,1500,100,5,g5.jpg
257,579,5,2,4629,Electric,700,70,5,e5.jpg
288,579,5,3,4629,Induction,1500,80,5,i5.jpg
187,579,6,1,4630,Gas,900,90,4,g4.jpg
206,579,6,2,4630,Electric,900,100,4,e4.jpg
165,579,6,3,4630,Induction,500,80,4,i4.jpg
106,579,7,1,4631,Gas,1500,100,3,g3.jpg
26,579,7,2,4631,Electric,900,60,3,e3.jpg
156,579,7,3,4631,Induction,1100,70,4,i4.jpg
205,579,8,1,4632,Gas,900,100,4,g4.jpg
203,579,8,2,4632,Electric,700,100,4,e4.jpg
276,579,8,3,4632,Induction,700,80,5,i5.jpg
220,580,1,1,4633,Gas,700,50,5,g5.jpg
44,580,1,2,4633,Electric,900,70,3,e3.jpg
273,580,1,3,4633,Induction,500,80,5,i5.jpg
196,580,2,1,4634,Gas,1500,90,4,g4.jpg
158,580,2,2,4634,Electric,1300,70,4,e4.jpg
114,580,2,3,4634,Induction,700,50,4,i4.jpg
232,580,3,1,4635,Gas,1500,50,5,g5.jpg
119,580,3,2,4635,Electric,1100,50,4,e4.jpg
90,580,3,3,4635,Induction,1500,90,3,i3.jpg
301,580,4,1,4636,Gas,1300,90,5,g5.jpg
128,580,4,2,4636,Electric,500,60,4,e4.jpg
162,580,4,3,4636,Induction,1500,70,4,i4.jpg
175,580,5,1,4637,Gas,1300,80,4,g4.jpg
152,580,5,2,4637,Electric,900,70,4,e4.jpg
228,580,5,3,4637,Induction,1100,50,5,i5.jpg
64,580,6,1,4638,Gas,1100,80,3,g3.jpg
218,580,6,2,4638,Electric,500,50,5,e5.jpg
51,580,6,3,4638,Induction,1300,70,3,i3.jpg
37,580,7,1,4639,Gas,500,70,3,g3.jpg
104,580,7,2,4639,Electric,1300,100,3,e3.jpg
219,580,7,3,4639,Induction,500,50,5,i5.jpg
160,580,8,1,4640,Gas,1500,70,4,g4.jpg
119,580,8,2,4640,Electric,1100,50,4,e4.jpg
105,580,8,3,4640,Induction,1300,100,3,i3.jpg
100,581,1,1,4641,Gas,1100,100,3,g3.jpg
218,581,1,2,4641,Electric,500,50,5,e5.jpg
45,581,1,3,4641,Induction,900,70,3,i3.jpg
100,581,2,1,4642,Gas,1100,100,3,g3.jpg
164,581,2,2,4642,Electric,500,80,4,e4.jpg
81,581,2,3,4642,Induction,900,90,3,i3.jpg
271,581,3,1,4643,Gas,500,80,5,g5.jpg
206,581,3,2,4643,Electric,900,100,4,e4.jpg
228,581,3,3,4643,Induction,1100,50,5,i5.jpg
43,581,4,1,4644,Gas,900,70,3,g3.jpg
236,581,4,2,4644,Electric,500,60,5,e5.jpg
318,581,4,3,4644,Induction,1100,100,5,i5.jpg
175,581,5,1,4645,Gas,1300,80,4,g4.jpg
302,581,5,2,4645,Electric,1300,90,5,e5.jpg
81,581,5,3,4645,Induction,900,90,3,i3.jpg
193,581,6,1,4646,Gas,1300,90,4,g4.jpg
248,581,6,2,4646,Electric,1300,60,5,e5.jpg
15,581,6,3,4646,Induction,1300,50,3,i3.jpg
