profileID,respID,qID,altID,obsID,Cooktop_Type,final_cost_price,Average_annual_usage_Cost,Indoor_air_Quality,number_of_burners
180,521,6,1,4166,Induction,1500,7,0,5
215,521,6,2,4166,Electric,1500,8,5,5
149,521,6,3,4166,Electric,800,7,10,4
86,521,7,1,4167,Electric,800,6,0,4
1,521,7,2,4167,Gas,500,6,0,3
186,521,7,3,4167,Induction,800,8,0,5
19,521,8,1,4168,Gas,500,8,0,3
192,521,8,2,4168,Induction,500,6,5,5
202,521,8,3,4168,Gas,800,7,5,5
233,522,1,1,4169,Electric,1500,7,10,5
31,522,1,2,4169,Gas,800,6,5,3
229,522,1,3,4169,Gas,800,7,10,5
121,522,2,1,4170,Gas,800,7,5,4
16,522,2,2,4170,Gas,1500,7,0,3
128,522,2,3,4170,Electric,500,8,5,4
222,522,3,1,4171,Induction,800,6,10,5
58,522,3,2,4171,Gas,800,6,10,3
223,522,3,3,4171,Gas,1500,6,10,5
143,522,4,1,4172,Electric,1500,6,10,4
78,522,4,2,4172,Induction,800,8,10,3
100,522,4,3,4172,Gas,500,8,0,4
28,522,5,1,4173,Gas,500,6,5,3
91,522,5,2,4173,Gas,500,7,0,4
139,522,5,3,4173,Gas,800,6,10,4
35,522,6,1,4174,Electric,1500,6,5,3
238,522,6,2,4174,Gas,800,8,10,5
61,522,6,3,4174,Gas,1500,6,10,3
112,522,7,1,4175,Gas,800,6,5,4
227,522,7,2,4175,Electric,500,7,10,5
218,522,7,3,4175,Electric,500,6,10,5
35,522,8,1,4176,Electric,1500,6,5,3
78,522,8,2,4176,Induction,800,8,10,3
243,522,8,3,4176,Induction,1500,8,10,5
65,523,1,1,4177,Electric,500,7,10,3
231,523,1,2,4177,Induction,800,7,10,5
207,523,1,3,4177,Induction,1500,7,5,5
179,523,2,1,4178,Electric,1500,7,0,5
158,523,2,2,4178,Electric,800,8,10,4
22,523,2,3,4178,Gas,800,8,0,3
9,523,3,1,4179,Induction,1500,6,0,3
182,523,3,2,4179,Electric,500,8,0,5
57,523,3,3,4179,Induction,500,6,10,3
215,523,4,1,4180,Electric,1500,8,5,5
217,523,4,2,4180,Gas,500,6,10,5
183,523,4,3,4180,Induction,500,8,0,5
114,523,5,1,4181,Induction,800,6,5,4
146,523,5,2,4181,Electric,500,7,10,4
48,523,5,3,4181,Induction,500,8,5,3
37,523,6,1,4182,Gas,500,7,5,3
95,523,6,2,4182,Electric,800,7,0,4
153,523,6,3,4182,Induction,1500,7,10,4
164,523,7,1,4183,Electric,500,6,0,5
72,523,7,2,4183,Induction,1500,7,10,3
98,523,7,3,4183,Electric,1500,7,0,4
70,523,8,1,4184,Gas,1500,7,10,3
187,523,8,2,4184,Gas,1500,8,0,5
199,523,8,3,4184,Gas,500,7,5,5
27,524,1,1,4185,Induction,1500,8,0,3
220,524,1,2,4185,Gas,800,6,10,5
164,524,1,3,4185,Electric,500,6,0,5
221,524,2,1,4186,Electric,800,6,10,5
56,524,2,2,4186,Electric,500,6,10,3
144,524,2,3,4186,Induction,1500,6,10,4
163,524,3,1,4187,Gas,500,6,0,5
79,524,3,2,4187,Gas,1500,8,10,3
46,524,3,3,4187,Gas,500,8,5,3
193,524,4,1,4188,Gas,800,6,5,5
26,524,4,2,4188,Electric,1500,8,0,3
204,524,4,3,4188,Induction,800,7,5,5
133,524,5,1,4189,Gas,1500,8,5,4
39,524,5,2,4189,Induction,500,7,5,3
216,524,5,3,4189,Induction,1500,8,5,5
190,524,6,1,4190,Gas,500,6,5,5
158,524,6,2,4190,Electric,800,8,10,4
63,524,6,3,4190,Induction,1500,6,10,3
162,524,7,1,4191,Induction,1500,8,10,4
6,524,7,2,4191,Induction,800,6,0,3
203,524,7,3,4191,Electric,800,7,5,5
71,524,8,1,4192,Electric,1500,7,10,3
26,524,8,2,4192,Electric,1500,8,0,3
134,524,8,3,4192,Electric,1500,8,5,4
164,525,1,1,4193,Electric,500,6,0,5
178,525,1,2,4193,Gas,1500,7,0,5
130,525,1,3,4193,Gas,800,8,5,4
234,525,2,1,4194,Induction,1500,7,10,5
142,525,2,2,4194,Gas,1500,6,10,4
54,525,2,3,4194,Induction,1500,8,5,3
21,525,3,1,4195,Induction,500,8,0,3
139,525,3,2,4195,Gas,800,6,10,4
215,525,3,3,4195,Electric,1500,8,5,5
176,525,4,1,4196,Electric,800,7,0,5
13,525,4,2,4196,Gas,800,7,0,3
99,525,4,3,4196,Induction,1500,7,0,4
146,525,5,1,4197,Electric,500,7,10,4
243,525,5,2,4197,Induction,1500,8,10,5
106,525,5,3,4197,Gas,1500,8,0,4
173,525,6,1,4198,Electric,500,7,0,5
1,525,6,2,4198,Gas,500,6,0,3
104,525,6,3,4198,Electric,800,8,0,4
203,525,7,1,4199,Electric,800,7,5,5
85,525,7,2,4199,Gas,800,6,0,4
163,525,7,3,4199,Gas,500,6,0,5
129,525,8,1,4200,Induction,500,8,5,4
34,525,8,2,4200,Gas,1500,6,5,3
82,525,8,3,4200,Gas,500,6,0,4
80,526,1,1,4201,Electric,1500,8,10,3
205,526,1,2,4201,Gas,1500,7,5,5
170,526,1,3,4201,Electric,1500,6,0,5
68,526,2,1,4202,Electric,800,7,10,3
210,526,2,2,4202,Induction,500,8,5,5
100,526,2,3,4202,Gas,500,8,0,4
9,526,3,1,4203,Induction,1500,6,0,3
112,526,3,2,4203,Gas,800,6,5,4
20,526,3,3,4203,Electric,500,8,0,3
76,526,4,1,4204,Gas,800,8,10,3
6,526,4,2,4204,Induction,800,6,0,3
73,526,4,3,4204,Gas,500,8,10,3
201,526,5,1,4205,Induction,500,7,5,5
115,526,5,2,4205,Gas,1500,6,5,4
16,526,5,3,4205,Gas,1500,7,0,3
118,526,6,1,4206,Gas,500,7,5,4
207,526,6,2,4206,Induction,1500,7,5,5
52,526,6,3,4206,Gas,1500,8,5,3
42,526,7,1,4207,Induction,800,7,5,3
215,526,7,2,4207,Electric,1500,8,5,5
27,526,7,3,4207,Induction,1500,8,0,3
68,526,8,1,4208,Electric,800,7,10,3
48,526,8,2,4208,Induction,500,8,5,3
12,526,8,3,4208,Induction,500,7,0,3
6,527,1,1,4209,Induction,800,6,0,3
224,527,1,2,4209,Electric,1500,6,10,5
142,527,1,3,4209,Gas,1500,6,10,4
127,527,2,1,4210,Gas,500,8,5,4
38,527,2,2,4210,Electric,500,7,5,3
117,527,2,3,4210,Induction,1500,6,5,4
148,527,3,1,4211,Gas,800,7,10,4
236,527,3,2,4211,Electric,500,8,10,5
60,527,3,3,4211,Induction,800,6,10,3
133,527,4,1,4212,Gas,1500,8,5,4
210,527,4,2,4212,Induction,500,8,5,5
169,527,4,3,4212,Gas,1500,6,0,5
114,527,5,1,4213,Induction,800,6,5,4
12,527,5,2,4213,Induction,500,7,0,3
91,527,5,3,4213,Gas,500,7,0,4
84,527,6,1,4214,Induction,500,6,0,4
22,527,6,2,4214,Gas,800,8,0,3
149,527,6,3,4214,Electric,800,7,10,4
55,527,7,1,4215,Gas,500,6,10,3
187,527,7,2,4215,Gas,1500,8,0,5
25,527,7,3,4215,Gas,1500,8,0,3
189,527,8,1,4216,Induction,1500,8,0,5
127,527,8,2,4216,Gas,500,8,5,4
66,527,8,3,4216,Induction,500,7,10,3
13,528,1,1,4217,Gas,800,7,0,3
47,528,1,2,4217,Electric,500,8,5,3
102,528,1,3,4217,Induction,500,8,0,4
121,528,2,1,4218,Gas,800,7,5,4
139,528,2,2,4218,Gas,800,6,10,4
175,528,2,3,4218,Gas,800,7,0,5
54,528,3,1,4219,Induction,1500,8,5,3
239,528,3,2,4219,Electric,800,8,10,5
94,528,3,3,4219,Gas,800,7,0,4
202,528,4,1,4220,Gas,800,7,5,5
41,528,4,2,4220,Electric,800,7,5,3
199,528,4,3,4220,Gas,500,7,5,5
217,528,5,1,4221,Gas,500,6,10,5
183,528,5,2,4221,Induction,500,8,0,5
166,528,5,3,4221,Gas,800,6,0,5
46,528,6,1,4222,Gas,500,8,5,3
155,528,6,2,4222,Electric,500,8,10,4
59,528,6,3,4222,Electric,800,6,10,3
93,528,7,1,4223,Induction,500,7,0,4
234,528,7,2,4223,Induction,1500,7,10,5
225,528,7,3,4223,Induction,1500,6,10,5
50,528,8,1,4224,Electric,800,8,5,3
14,528,8,2,4224,Electric,800,7,0,3
106,528,8,3,4224,Gas,1500,8,0,4
121,529,1,1,4225,Gas,800,7,5,4
58,529,1,2,4225,Gas,800,6,10,3
36,529,1,3,4225,Induction,1500,6,5,3
196,529,2,1,4226,Gas,1500,6,5,5
87,529,2,2,4226,Induction,800,6,0,4
184,529,2,3,4226,Gas,800,8,0,5
137,529,3,1,4227,Electric,500,6,10,4
241,529,3,2,4227,Gas,1500,8,10,5
64,529,3,3,4227,Gas,500,7,10,3
141,529,4,1,4228,Induction,800,6,10,4
44,529,4,2,4228,Electric,1500,7,5,3
165,529,4,3,4228,Induction,500,6,0,5
205,529,5,1,4229,Gas,1500,7,5,5
34,529,5,2,4229,Gas,1500,6,5,3
56,529,5,3,4229,Electric,500,6,10,3
54,529,6,1,4230,Induction,1500,8,5,3
6,529,6,2,4230,Induction,800,6,0,3
167,529,6,3,4230,Electric,800,6,0,5
187,529,7,1,4231,Gas,1500,8,0,5
230,529,7,2,4231,Electric,800,7,10,5
102,529,7,3,4231,Induction,500,8,0,4
79,529,8,1,4232,Gas,1500,8,10,3
73,529,8,2,4232,Gas,500,8,10,3
126,529,8,3,4232,Induction,1500,7,5,4
75,530,1,1,4233,Induction,500,8,10,3
156,530,1,2,4233,Induction,500,8,10,4
105,530,1,3,4233,Induction,800,8,0,4
10,530,2,1,4234,Gas,500,7,0,3
5,530,2,2,4234,Electric,800,6,0,3
216,530,2,3,4234,Induction,1500,8,5,5
30,530,3,1,4235,Induction,500,6,5,3
242,530,3,2,4235,Electric,1500,8,10,5
2,530,3,3,4235,Electric,500,6,0,3
64,530,4,1,4236,Gas,500,7,10,3
242,530,4,2,4236,Electric,1500,8,10,5
89,530,4,3,4236,Electric,1500,6,0,4
28,530,5,1,4237,Gas,500,6,5,3
17,530,5,2,4237,Electric,1500,7,0,3
64,530,5,3,4237,Gas,500,7,10,3
111,530,6,1,4238,Induction,500,6,5,4
197,530,6,2,4238,Electric,1500,6,5,5
17,530,6,3,4238,Electric,1500,7,0,3
186,530,7,1,4239,Induction,800,8,0,5
174,530,7,2,4239,Induction,500,7,0,5
57,530,7,3,4239,Induction,500,6,10,3
194,530,8,1,4240,Electric,800,6,5,5
27,530,8,2,4240,Induction,1500,8,0,3
128,530,8,3,4240,Electric,500,8,5,4
112,531,1,1,4241,Gas,800,6,5,4
114,531,1,2,4241,Induction,800,6,5,4
5,531,1,3,4241,Electric,800,6,0,3
192,531,2,1,4242,Induction,500,6,5,5
109,531,2,2,4242,Gas,500,6,5,4
112,531,2,3,4242,Gas,800,6,5,4
117,531,3,1,4243,Induction,1500,6,5,4
22,531,3,2,4243,Gas,800,8,0,3
220,531,3,3,4243,Gas,800,6,10,5
166,531,4,1,4244,Gas,800,6,0,5
137,531,4,2,4244,Electric,500,6,10,4
62,531,4,3,4244,Electric,1500,6,10,3
182,531,5,1,4245,Electric,500,8,0,5
11,531,5,2,4245,Electric,500,7,0,3
26,531,5,3,4245,Electric,1500,8,0,3
99,531,6,1,4246,Induction,1500,7,0,4
171,531,6,2,4246,Induction,1500,6,0,5
72,531,6,3,4246,Induction,1500,7,10,3
113,531,7,1,4247,Electric,800,6,5,4
57,531,7,2,4247,Induction,500,6,10,3
71,531,7,3,4247,Electric,1500,7,10,3
228,531,8,1,4248,Induction,500,7,10,5
57,531,8,2,4248,Induction,500,6,10,3
116,531,8,3,4248,Electric,1500,6,5,4
78,532,1,1,4249,Induction,800,8,10,3
98,532,1,2,4249,Electric,1500,7,0,4
115,532,1,3,4249,Gas,1500,6,5,4
54,532,2,1,4250,Induction,1500,8,5,3
101,532,2,2,4250,Electric,500,8,0,4
130,532,2,3,4250,Gas,800,8,5,4
156,532,3,1,4251,Induction,500,8,10,4
120,532,3,2,4251,Induction,500,7,5,4
158,532,3,3,4251,Electric,800,8,10,4
120,532,4,1,4252,Induction,500,7,5,4
171,532,4,2,4252,Induction,1500,6,0,5
27,532,4,3,4252,Induction,1500,8,0,3
101,532,5,1,4253,Electric,500,8,0,4
173,532,5,2,4253,Electric,500,7,0,5
226,532,5,3,4253,Gas,500,7,10,5
235,532,6,1,4254,Gas,500,8,10,5
237,532,6,2,4254,Induction,500,8,10,5
154,532,6,3,4254,Gas,500,8,10,4
78,532,7,1,4255,Induction,800,8,10,3
11,532,7,2,4255,Electric,500,7,0,3
40,532,7,3,4255,Gas,800,7,5,3
121,532,8,1,4256,Gas,800,7,5,4
6,532,8,2,4256,Induction,800,6,0,3
33,532,8,3,4256,Induction,800,6,5,3
192,533,1,1,4257,Induction,500,6,5,5
184,533,1,2,4257,Gas,800,8,0,5
71,533,1,3,4257,Electric,1500,7,10,3
107,533,2,1,4258,Electric,1500,8,0,4
78,533,2,2,4258,Induction,800,8,10,3
45,533,2,3,4258,Induction,1500,7,5,3
169,533,3,1,4259,Gas,1500,6,0,5
82,533,3,2,4259,Gas,500,6,0,4
54,533,3,3,4259,Induction,1500,8,5,3
117,533,4,1,4260,Induction,1500,6,5,4
46,533,4,2,4260,Gas,500,8,5,3
191,533,4,3,4260,Electric,500,6,5,5
164,533,5,1,4261,Electric,500,6,0,5
116,533,5,2,4261,Electric,1500,6,5,4
233,533,5,3,4261,Electric,1500,7,10,5
71,533,6,1,4262,Electric,1500,7,10,3
205,533,6,2,4262,Gas,1500,7,5,5
221,533,6,3,4262,Electric,800,6,10,5
28,533,7,1,4263,Gas,500,6,5,3
203,533,7,2,4263,Electric,800,7,5,5
66,533,7,3,4263,Induction,500,7,10,3
164,533,8,1,4264,Electric,500,6,0,5
170,533,8,2,4264,Electric,1500,6,0,5
234,533,8,3,4264,Induction,1500,7,10,5
222,534,1,1,4265,Induction,800,6,10,5
17,534,1,2,4265,Electric,1500,7,0,3
189,534,1,3,4265,Induction,1500,8,0,5
41,534,2,1,4266,Electric,800,7,5,3
57,534,2,2,4266,Induction,500,6,10,3
123,534,2,3,4266,Induction,800,7,5,4
160,534,3,1,4267,Gas,1500,8,10,4
19,534,3,2,4267,Gas,500,8,0,3
38,534,3,3,4267,Electric,500,7,5,3
3,534,4,1,4268,Induction,500,6,0,3
92,534,4,2,4268,Electric,500,7,0,4
225,534,4,3,4268,Induction,1500,6,10,5
58,534,5,1,4269,Gas,800,6,10,3
3,534,5,2,4269,Induction,500,6,0,3
157,534,5,3,4269,Gas,800,8,10,4
57,534,6,1,4270,Induction,500,6,10,3
36,534,6,2,4270,Induction,1500,6,5,3
179,534,6,3,4270,Electric,1500,7,0,5
138,534,7,1,4271,Induction,500,6,10,4
195,534,7,2,4271,Induction,800,6,5,5
81,534,7,3,4271,Induction,1500,8,10,3
153,534,8,1,4272,Induction,1500,7,10,4
66,534,8,2,4272,Induction,500,7,10,3
205,534,8,3,4272,Gas,1500,7,5,5
141,535,1,1,4273,Induction,800,6,10,4
180,535,1,2,4273,Induction,1500,7,0,5
33,535,1,3,4273,Induction,800,6,5,3
3,535,2,1,4274,Induction,500,6,0,3
74,535,2,2,4274,Electric,500,8,10,3
98,535,2,3,4274,Electric,1500,7,0,4
216,535,3,1,4275,Induction,1500,8,5,5
53,535,3,2,4275,Electric,1500,8,5,3
166,535,3,3,4275,Gas,800,6,0,5
194,535,4,1,4276,Electric,800,6,5,5
176,535,4,2,4276,Electric,800,7,0,5
155,535,4,3,4276,Electric,500,8,10,4
45,535,5,1,4277,Induction,1500,7,5,3
43,535,5,2,4277,Gas,1500,7,5,3
46,535,5,3,4277,Gas,500,8,5,3
127,535,6,1,4278,Gas,500,8,5,4
92,535,6,2,4278,Electric,500,7,0,4
95,535,6,3,4278,Electric,800,7,0,4
176,535,7,1,4279,Electric,800,7,0,5
159,535,7,2,4279,Induction,800,8,10,4
193,535,7,3,4279,Gas,800,6,5,5
161,535,8,1,4280,Electric,1500,8,10,4
11,535,8,2,4280,Electric,500,7,0,3
28,535,8,3,4280,Gas,500,6,5,3
151,536,1,1,4281,Gas,1500,7,10,4
105,536,1,2,4281,Induction,800,8,0,4
48,536,1,3,4281,Induction,500,8,5,3
206,536,2,1,4282,Electric,1500,7,5,5
48,536,2,2,4282,Induction,500,8,5,3
43,536,2,3,4282,Gas,1500,7,5,3
112,536,3,1,4283,Gas,800,6,5,4
54,536,3,2,4283,Induction,1500,8,5,3
11,536,3,3,4283,Electric,500,7,0,3
232,536,4,1,4284,Gas,1500,7,10,5
112,536,4,2,4284,Gas,800,6,5,4
188,536,4,3,4284,Electric,1500,8,0,5
195,536,5,1,4285,Induction,800,6,5,5
108,536,5,2,4285,Induction,1500,8,0,4
149,536,5,3,4285,Electric,800,7,10,4
34,536,6,1,4286,Gas,1500,6,5,3
116,536,6,2,4286,Electric,1500,6,5,4
141,536,6,3,4286,Induction,800,6,10,4
105,536,7,1,4287,Induction,800,8,0,4
89,536,7,2,4287,Electric,1500,6,0,4
174,536,7,3,4287,Induction,500,7,0,5
188,536,8,1,4288,Electric,1500,8,0,5
153,536,8,2,4288,Induction,1500,7,10,4
156,536,8,3,4288,Induction,500,8,10,4
206,537,1,1,4289,Electric,1500,7,5,5
173,537,1,2,4289,Electric,500,7,0,5
74,537,1,3,4289,Electric,500,8,10,3
118,537,2,1,4290,Gas,500,7,5,4
98,537,2,2,4290,Electric,1500,7,0,4
177,537,2,3,4290,Induction,800,7,0,5
50,537,3,1,4291,Electric,800,8,5,3
72,537,3,2,4291,Induction,1500,7,10,3
82,537,3,3,4291,Gas,500,6,0,4
61,537,4,1,4292,Gas,1500,6,10,3
196,537,4,2,4292,Gas,1500,6,5,5
9,537,4,3,4292,Induction,1500,6,0,3
215,537,5,1,4293,Electric,1500,8,5,5
192,537,5,2,4293,Induction,500,6,5,5
46,537,5,3,4293,Gas,500,8,5,3
138,537,6,1,4294,Induction,500,6,10,4
169,537,6,2,4294,Gas,1500,6,0,5
220,537,6,3,4294,Gas,800,6,10,5
87,537,7,1,4295,Induction,800,6,0,4
97,537,7,2,4295,Gas,1500,7,0,4
218,537,7,3,4295,Electric,500,6,10,5
160,537,8,1,4296,Gas,1500,8,10,4
71,537,8,2,4296,Electric,1500,7,10,3
174,537,8,3,4296,Induction,500,7,0,5
70,538,1,1,4297,Gas,1500,7,10,3
25,538,1,2,4297,Gas,1500,8,0,3
115,538,1,3,4297,Gas,1500,6,5,4
184,538,2,1,4298,Gas,800,8,0,5
222,538,2,2,4298,Induction,800,6,10,5
57,538,2,3,4298,Induction,500,6,10,3
6,538,3,1,4299,Induction,800,6,0,3
88,538,3,2,4299,Gas,1500,6,0,4
21,538,3,3,4299,Induction,500,8,0,3
85,538,4,1,4300,Gas,800,6,0,4
80,538,4,2,4300,Electric,1500,8,10,3
41,538,4,3,4300,Electric,800,7,5,3
212,538,5,1,4301,Electric,800,8,5,5
23,538,5,2,4301,Electric,800,8,0,3
194,538,5,3,4301,Electric,800,6,5,5
16,538,6,1,4302,Gas,1500,7,0,3
73,538,6,2,4302,Gas,500,8,10,3
130,538,6,3,4302,Gas,800,8,5,4
185,538,7,1,4303,Electric,800,8,0,5
235,538,7,2,4303,Gas,500,8,10,5
42,538,7,3,4303,Induction,800,7,5,3
103,538,8,1,4304,Gas,800,8,0,4
181,538,8,2,4304,Gas,500,8,0,5
159,538,8,3,4304,Induction,800,8,10,4
103,539,1,1,4305,Gas,800,8,0,4
132,539,1,2,4305,Induction,800,8,5,4
18,539,1,3,4305,Induction,1500,7,0,3
149,539,2,1,4306,Electric,800,7,10,4
61,539,2,2,4306,Gas,1500,6,10,3
241,539,2,3,4306,Gas,1500,8,10,5
67,539,3,1,4307,Gas,800,7,10,3
188,539,3,2,4307,Electric,1500,8,0,5
233,539,3,3,4307,Electric,1500,7,10,5
52,539,4,1,4308,Gas,1500,8,5,3
131,539,4,2,4308,Electric,800,8,5,4
36,539,4,3,4308,Induction,1500,6,5,3
136,539,5,1,4309,Gas,500,6,10,4
106,539,5,2,4309,Gas,1500,8,0,4
89,539,5,3,4309,Electric,1500,6,0,4
55,539,6,1,4310,Gas,500,6,10,3
49,539,6,2,4310,Gas,800,8,5,3
39,539,6,3,4310,Induction,500,7,5,3
81,539,7,1,4311,Induction,1500,8,10,3
124,539,7,2,4311,Gas,1500,7,5,4
103,539,7,3,4311,Gas,800,8,0,4
98,539,8,1,4312,Electric,1500,7,0,4
243,539,8,2,4312,Induction,1500,8,10,5
46,539,8,3,4312,Gas,500,8,5,3
129,540,1,1,4313,Induction,500,8,5,4
104,540,1,2,4313,Electric,800,8,0,4
74,540,1,3,4313,Electric,500,8,10,3
70,540,2,1,4314,Gas,1500,7,10,3
65,540,2,2,4314,Electric,500,7,10,3
8,540,2,3,4314,Electric,1500,6,0,3
31,540,3,1,4315,Gas,800,6,5,3
127,540,3,2,4315,Gas,500,8,5,4
226,540,3,3,4315,Gas,500,7,10,5
46,540,4,1,4316,Gas,500,8,5,3
61,540,4,2,4316,Gas,1500,6,10,3
203,540,4,3,4316,Electric,800,7,5,5
237,540,5,1,4317,Induction,500,8,10,5
113,540,5,2,4317,Electric,800,6,5,4
208,540,5,3,4317,Gas,500,8,5,5
216,540,6,1,4318,Induction,1500,8,5,5
61,540,6,2,4318,Gas,1500,6,10,3
207,540,6,3,4318,Induction,1500,7,5,5
22,540,7,1,4319,Gas,800,8,0,3
54,540,7,2,4319,Induction,1500,8,5,3
226,540,7,3,4319,Gas,500,7,10,5
138,540,8,1,4320,Induction,500,6,10,4
30,540,8,2,4320,Induction,500,6,5,3
169,540,8,3,4320,Gas,1500,6,0,5
119,541,1,1,4321,Electric,500,7,5,4
51,541,1,2,4321,Induction,800,8,5,3
42,541,1,3,4321,Induction,800,7,5,3
200,541,2,1,4322,Electric,500,7,5,5
201,541,2,2,4322,Induction,500,7,5,5
2,541,2,3,4322,Electric,500,6,0,3
152,541,3,1,4323,Electric,1500,7,10,4
148,541,3,2,4323,Gas,800,7,10,4
203,541,3,3,4323,Electric,800,7,5,5
231,541,4,1,4324,Induction,800,7,10,5
119,541,4,2,4324,Electric,500,7,5,4
32,541,4,3,4324,Electric,800,6,5,3
36,541,5,1,4325,Induction,1500,6,5,3
204,541,5,2,4325,Induction,800,7,5,5
51,541,5,3,4325,Induction,800,8,5,3
47,541,6,1,4326,Electric,500,8,5,3
5,541,6,2,4326,Electric,800,6,0,3
66,541,6,3,4326,Induction,500,7,10,3
123,541,7,1,4327,Induction,800,7,5,4
182,541,7,2,4327,Electric,500,8,0,5
47,541,7,3,4327,Electric,500,8,5,3
155,541,8,1,4328,Electric,500,8,10,4
113,541,8,2,4328,Electric,800,6,5,4
87,541,8,3,4328,Induction,800,6,0,4
230,542,1,1,4329,Electric,800,7,10,5
123,542,1,2,4329,Induction,800,7,5,4
219,542,1,3,4329,Induction,500,6,10,5
194,542,2,1,4330,Electric,800,6,5,5
101,542,2,2,4330,Electric,500,8,0,4
58,542,2,3,4330,Gas,800,6,10,3
195,542,3,1,4331,Induction,800,6,5,5
40,542,3,2,4331,Gas,800,7,5,3
201,542,3,3,4331,Induction,500,7,5,5
26,542,4,1,4332,Electric,1500,8,0,3
81,542,4,2,4332,Induction,1500,8,10,3
190,542,4,3,4332,Gas,500,6,5,5
56,542,5,1,4333,Electric,500,6,10,3
207,542,5,2,4333,Induction,1500,7,5,5
135,542,5,3,4333,Induction,1500,8,5,4
133,542,6,1,4334,Gas,1500,8,5,4
232,542,6,2,4334,Gas,1500,7,10,5
41,542,6,3,4334,Electric,800,7,5,3
55,542,7,1,4335,Gas,500,6,10,3
26,542,7,2,4335,Electric,1500,8,0,3
158,542,7,3,4335,Electric,800,8,10,4
132,542,8,1,4336,Induction,800,8,5,4
27,542,8,2,4336,Induction,1500,8,0,3
238,542,8,3,4336,Gas,800,8,10,5
174,543,1,1,4337,Induction,500,7,0,5
37,543,1,2,4337,Gas,500,7,5,3
105,543,1,3,4337,Induction,800,8,0,4
106,543,2,1,4338,Gas,1500,8,0,4
130,543,2,2,4338,Gas,800,8,5,4
229,543,2,3,4338,Gas,800,7,10,5
137,543,3,1,4339,Electric,500,6,10,4
31,543,3,2,4339,Gas,800,6,5,3
173,543,3,3,4339,Electric,500,7,0,5
55,543,4,1,4340,Gas,500,6,10,3
30,543,4,2,4340,Induction,500,6,5,3
108,543,4,3,4340,Induction,1500,8,0,4
179,543,5,1,4341,Electric,1500,7,0,5
53,543,5,2,4341,Electric,1500,8,5,3
185,543,5,3,4341,Electric,800,8,0,5
224,543,6,1,4342,Electric,1500,6,10,5
95,543,6,2,4342,Electric,800,7,0,4
231,543,6,3,4342,Induction,800,7,10,5
125,543,7,1,4343,Electric,1500,7,5,4
38,543,7,2,4343,Electric,500,7,5,3
195,543,7,3,4343,Induction,800,6,5,5
91,543,8,1,4344,Gas,500,7,0,4
89,543,8,2,4344,Electric,1500,6,0,4
47,543,8,3,4344,Electric,500,8,5,3
84,544,1,1,4345,Induction,500,6,0,4
133,544,1,2,4345,Gas,1500,8,5,4
115,544,1,3,4345,Gas,1500,6,5,4
212,544,2,1,4346,Electric,800,8,5,5
214,544,2,2,4346,Gas,1500,8,5,5
72,544,2,3,4346,Induction,1500,7,10,3
111,544,3,1,4347,Induction,500,6,5,4
208,544,3,2,4347,Gas,500,8,5,5
46,544,3,3,4347,Gas,500,8,5,3
19,544,4,1,4348,Gas,500,8,0,3
235,544,4,2,4348,Gas,500,8,10,5
213,544,4,3,4348,Induction,800,8,5,5
55,544,5,1,4349,Gas,500,6,10,3
182,544,5,2,4349,Electric,500,8,0,5
200,544,5,3,4349,Electric,500,7,5,5
55,544,6,1,4350,Gas,500,6,10,3
128,544,6,2,4350,Electric,500,8,5,4
210,544,6,3,4350,Induction,500,8,5,5
204,544,7,1,4351,Induction,800,7,5,5
177,544,7,2,4351,Induction,800,7,0,5
39,544,7,3,4351,Induction,500,7,5,3
72,544,8,1,4352,Induction,1500,7,10,3
75,544,8,2,4352,Induction,500,8,10,3
112,544,8,3,4352,Gas,800,6,5,4
136,545,1,1,4353,Gas,500,6,10,4
217,545,1,2,4353,Gas,500,6,10,5
191,545,1,3,4353,Electric,500,6,5,5
63,545,2,1,4354,Induction,1500,6,10,3
170,545,2,2,4354,Electric,1500,6,0,5
28,545,2,3,4354,Gas,500,6,5,3
237,545,3,1,4355,Induction,500,8,10,5
207,545,3,2,4355,Induction,1500,7,5,5
232,545,3,3,4355,Gas,1500,7,10,5
144,545,4,1,4356,Induction,1500,6,10,4
77,545,4,2,4356,Electric,800,8,10,3
171,545,4,3,4356,Induction,1500,6,0,5
196,545,5,1,4357,Gas,1500,6,5,5
176,545,5,2,4357,Electric,800,7,0,5
73,545,5,3,4357,Gas,500,8,10,3
35,545,6,1,4358,Electric,1500,6,5,3
198,545,6,2,4358,Induction,1500,6,5,5
95,545,6,3,4358,Electric,800,7,0,4
8,545,7,1,4359,Electric,1500,6,0,3
14,545,7,2,4359,Electric,800,7,0,3
11,545,7,3,4359,Electric,500,7,0,3
44,545,8,1,4360,Electric,1500,7,5,3
60,545,8,2,4360,Induction,800,6,10,3
122,545,8,3,4360,Electric,800,7,5,4
94,546,1,1,4361,Gas,800,7,0,4
181,546,1,2,4361,Gas,500,8,0,5
139,546,1,3,4361,Gas,800,6,10,4
74,546,2,1,4362,Electric,500,8,10,3
142,546,2,2,4362,Gas,1500,6,10,4
49,546,2,3,4362,Gas,800,8,5,3
63,546,3,1,4363,Induction,1500,6,10,3
81,546,3,2,4363,Induction,1500,8,10,3
138,546,3,3,4363,Induction,500,6,10,4
51,546,4,1,4364,Induction,800,8,5,3
173,546,4,2,4364,Electric,500,7,0,5
