profileID,respID,qID,altID,obsID,Cooktop_Type,final_cost_price,Average_annual_usage_Cost,Indoor_air_Quality,number_of_burners,image
47,551,7,2,4407,Electric,500,8,5,3,e3.jpg
105,551,7,3,4407,Induction,800,8,0,4,i4.jpg
79,551,8,1,4408,Gas,1500,8,10,3,g3.jpg
71,551,8,2,4408,Electric,1500,7,10,3,e3.jpg
51,551,8,3,4408,Induction,800,8,5,3,i3.jpg
130,552,1,1,4409,Gas,800,8,5,4,g4.jpg
80,552,1,2,4409,Electric,1500,8,10,3,e3.jpg
105,552,1,3,4409,Induction,800,8,0,4,i4.jpg
19,552,2,1,4410,Gas,500,8,0,3,g3.jpg
80,552,2,2,4410,Electric,1500,8,10,3,e3.jpg
99,552,2,3,4410,Induction,1500,7,0,4,i4.jpg
70,552,3,1,4411,Gas,1500,7,10,3,g3.jpg
83,552,3,2,4411,Electric,500,6,0,4,e4.jpg
27,552,3,3,4411,Induction,1500,8,0,3,i3.jpg
118,552,4,1,4412,Gas,500,7,5,4,g4.jpg
230,552,4,2,4412,Electric,800,7,10,5,e5.jpg
192,552,4,3,4412,Induction,500,6,5,5,i5.jpg
205,552,5,1,4413,Gas,1500,7,5,5,g5.jpg
188,552,5,2,4413,Electric,1500,8,0,5,e5.jpg
243,552,5,3,4413,Induction,1500,8,10,5,i5.jpg
154,552,6,1,4414,Gas,500,8,10,4,g4.jpg
212,552,6,2,4414,Electric,800,8,5,5,e5.jpg
33,552,6,3,4414,Induction,800,6,5,3,i3.jpg
115,552,7,1,4415,Gas,1500,6,5,4,g4.jpg
32,552,7,2,4415,Electric,800,6,5,3,e3.jpg
57,552,7,3,4415,Induction,500,6,10,3,i3.jpg
85,552,8,1,4416,Gas,800,6,0,4,g4.jpg
11,552,8,2,4416,Electric,500,7,0,3,e3.jpg
54,552,8,3,4416,Induction,1500,8,5,3,i3.jpg
130,553,1,1,4417,Gas,800,8,5,4,g4.jpg
239,553,1,2,4417,Electric,800,8,10,5,e5.jpg
198,553,1,3,4417,Induction,1500,6,5,5,i5.jpg
64,553,2,1,4418,Gas,500,7,10,3,g3.jpg
77,553,2,2,4418,Electric,800,8,10,3,e3.jpg
105,553,2,3,4418,Induction,800,8,0,4,i4.jpg
10,553,3,1,4419,Gas,500,7,0,3,g3.jpg
20,553,3,2,4419,Electric,500,8,0,3,e3.jpg
18,553,3,3,4419,Induction,1500,7,0,3,i3.jpg
184,553,4,1,4420,Gas,800,8,0,5,g5.jpg
5,553,4,2,4420,Electric,800,6,0,3,e3.jpg
159,553,4,3,4420,Induction,800,8,10,4,i4.jpg
97,553,5,1,4421,Gas,1500,7,0,4,g4.jpg
98,553,5,2,4421,Electric,1500,7,0,4,e4.jpg
129,553,5,3,4421,Induction,500,8,5,4,i4.jpg
124,553,6,1,4422,Gas,1500,7,5,4,g4.jpg
191,553,6,2,4422,Electric,500,6,5,5,e5.jpg
132,553,6,3,4422,Induction,800,8,5,4,i4.jpg
82,553,7,1,4423,Gas,500,6,0,4,g4.jpg
17,553,7,2,4423,Electric,1500,7,0,3,e3.jpg
234,553,7,3,4423,Induction,1500,7,10,5,i5.jpg
133,553,8,1,4424,Gas,1500,8,5,4,g4.jpg
215,553,8,2,4424,Electric,1500,8,5,5,e5.jpg
63,553,8,3,4424,Induction,1500,6,10,3,i3.jpg
136,554,1,1,4425,Gas,500,6,10,4,g4.jpg
86,554,1,2,4425,Electric,800,6,0,4,e4.jpg
132,554,1,3,4425,Induction,800,8,5,4,i4.jpg
22,554,2,1,4426,Gas,800,8,0,3,g3.jpg
14,554,2,2,4426,Electric,800,7,0,3,e3.jpg
162,554,2,3,4426,Induction,1500,8,10,4,i4.jpg
118,554,3,1,4427,Gas,500,7,5,4,g4.jpg
38,554,3,2,4427,Electric,500,7,5,3,e3.jpg
111,554,3,3,4427,Induction,500,6,5,4,i4.jpg
232,554,4,1,4428,Gas,1500,7,10,5,g5.jpg
62,554,4,2,4428,Electric,1500,6,10,3,e3.jpg
150,554,4,3,4428,Induction,800,7,10,4,i4.jpg
238,554,5,1,4429,Gas,800,8,10,5,g5.jpg
56,554,5,2,4429,Electric,500,6,10,3,e3.jpg
243,554,5,3,4429,Induction,1500,8,10,5,i5.jpg
64,554,6,1,4430,Gas,500,7,10,3,g3.jpg
107,554,6,2,4430,Electric,1500,8,0,4,e4.jpg
99,554,6,3,4430,Induction,1500,7,0,4,i4.jpg
178,554,7,1,4431,Gas,1500,7,0,5,g5.jpg
203,554,7,2,4431,Electric,800,7,5,5,e5.jpg
231,554,7,3,4431,Induction,800,7,10,5,i5.jpg
103,554,8,1,4432,Gas,800,8,0,4,g4.jpg
215,554,8,2,4432,Electric,1500,8,5,5,e5.jpg
240,554,8,3,4432,Induction,800,8,10,5,i5.jpg
115,555,1,1,4433,Gas,1500,6,5,4,g4.jpg
68,555,1,2,4433,Electric,800,7,10,3,e3.jpg
195,555,1,3,4433,Induction,800,6,5,5,i5.jpg
100,555,2,1,4434,Gas,500,8,0,4,g4.jpg
50,555,2,2,4434,Electric,800,8,5,3,e3.jpg
45,555,2,3,4434,Induction,1500,7,5,3,i3.jpg
208,555,3,1,4435,Gas,500,8,5,5,g5.jpg
233,555,3,2,4435,Electric,1500,7,10,5,e5.jpg
36,555,3,3,4435,Induction,1500,6,5,3,i3.jpg
175,555,4,1,4436,Gas,800,7,0,5,g5.jpg
200,555,4,2,4436,Electric,500,7,5,5,e5.jpg
18,555,4,3,4436,Induction,1500,7,0,3,i3.jpg
157,555,5,1,4437,Gas,800,8,10,4,g4.jpg
152,555,5,2,4437,Electric,1500,7,10,4,e4.jpg
213,555,5,3,4437,Induction,800,8,5,5,i5.jpg
49,555,6,1,4438,Gas,800,8,5,3,g3.jpg
227,555,6,2,4438,Electric,500,7,10,5,e5.jpg
186,555,6,3,4438,Induction,800,8,0,5,i5.jpg
76,555,7,1,4439,Gas,800,8,10,3,g3.jpg
41,555,7,2,4439,Electric,800,7,5,3,e3.jpg
216,555,7,3,4439,Induction,1500,8,5,5,i5.jpg
94,555,8,1,4440,Gas,800,7,0,4,g4.jpg
71,555,8,2,4440,Electric,1500,7,10,3,e3.jpg
18,555,8,3,4440,Induction,1500,7,0,3,i3.jpg
184,556,1,1,4441,Gas,800,8,0,5,g5.jpg
14,556,1,2,4441,Electric,800,7,0,3,e3.jpg
108,556,1,3,4441,Induction,1500,8,0,4,i4.jpg
145,556,2,1,4442,Gas,500,7,10,4,g4.jpg
101,556,2,2,4442,Electric,500,8,0,4,e4.jpg
6,556,2,3,4442,Induction,800,6,0,3,i3.jpg
1,556,3,1,4443,Gas,500,6,0,3,g3.jpg
203,556,3,2,4443,Electric,800,7,5,5,e5.jpg
132,556,3,3,4443,Induction,800,8,5,4,i4.jpg
190,556,4,1,4444,Gas,500,6,5,5,g5.jpg
236,556,4,2,4444,Electric,500,8,10,5,e5.jpg
114,556,4,3,4444,Induction,800,6,5,4,i4.jpg
58,556,5,1,4445,Gas,800,6,10,3,g3.jpg
62,556,5,2,4445,Electric,1500,6,10,3,e3.jpg
81,556,5,3,4445,Induction,1500,8,10,3,i3.jpg
19,556,6,1,4446,Gas,500,8,0,3,g3.jpg
140,556,6,2,4446,Electric,800,6,10,4,e4.jpg
228,556,6,3,4446,Induction,500,7,10,5,i5.jpg
40,556,7,1,4447,Gas,800,7,5,3,g3.jpg
62,556,7,2,4447,Electric,1500,6,10,3,e3.jpg
69,556,7,3,4447,Induction,800,7,10,3,i3.jpg
4,556,8,1,4448,Gas,800,6,0,3,g3.jpg
206,556,8,2,4448,Electric,1500,7,5,5,e5.jpg
33,556,8,3,4448,Induction,800,6,5,3,i3.jpg
4,557,1,1,4449,Gas,800,6,0,3,g3.jpg
80,557,1,2,4449,Electric,1500,8,10,3,e3.jpg
231,557,1,3,4449,Induction,800,7,10,5,i5.jpg
37,557,2,1,4450,Gas,500,7,5,3,g3.jpg
188,557,2,2,4450,Electric,1500,8,0,5,e5.jpg
132,557,2,3,4450,Induction,800,8,5,4,i4.jpg
226,557,3,1,4451,Gas,500,7,10,5,g5.jpg
140,557,3,2,4451,Electric,800,6,10,4,e4.jpg
213,557,3,3,4451,Induction,800,8,5,5,i5.jpg
133,557,4,1,4452,Gas,1500,8,5,4,g4.jpg
227,557,4,2,4452,Electric,500,7,10,5,e5.jpg
135,557,4,3,4452,Induction,1500,8,5,4,i4.jpg
46,557,5,1,4453,Gas,500,8,5,3,g3.jpg
83,557,5,2,4453,Electric,500,6,0,4,e4.jpg
6,557,5,3,4453,Induction,800,6,0,3,i3.jpg
136,557,6,1,4454,Gas,500,6,10,4,g4.jpg
44,557,6,2,4454,Electric,1500,7,5,3,e3.jpg
84,557,6,3,4454,Induction,500,6,0,4,i4.jpg
4,557,7,1,4455,Gas,800,6,0,3,g3.jpg
20,557,7,2,4455,Electric,500,8,0,3,e3.jpg
198,557,7,3,4455,Induction,1500,6,5,5,i5.jpg
238,557,8,1,4456,Gas,800,8,10,5,g5.jpg
32,557,8,2,4456,Electric,800,6,5,3,e3.jpg
75,557,8,3,4456,Induction,500,8,10,3,i3.jpg
154,558,1,1,4457,Gas,500,8,10,4,g4.jpg
161,558,1,2,4457,Electric,1500,8,10,4,e4.jpg
177,558,1,3,4457,Induction,800,7,0,5,i5.jpg
85,558,2,1,4458,Gas,800,6,0,4,g4.jpg
176,558,2,2,4458,Electric,800,7,0,5,e5.jpg
42,558,2,3,4458,Induction,800,7,5,3,i3.jpg
61,558,3,1,4459,Gas,1500,6,10,3,g3.jpg
65,558,3,2,4459,Electric,500,7,10,3,e3.jpg
75,558,3,3,4459,Induction,500,8,10,3,i3.jpg
229,558,4,1,4460,Gas,800,7,10,5,g5.jpg
230,558,4,2,4460,Electric,800,7,10,5,e5.jpg
126,558,4,3,4460,Induction,1500,7,5,4,i4.jpg
7,558,5,1,4461,Gas,1500,6,0,3,g3.jpg
26,558,5,2,4461,Electric,1500,8,0,3,e3.jpg
168,558,5,3,4461,Induction,800,6,0,5,i5.jpg
91,558,6,1,4462,Gas,500,7,0,4,g4.jpg
29,558,6,2,4462,Electric,500,6,5,3,e3.jpg
18,558,6,3,4462,Induction,1500,7,0,3,i3.jpg
205,558,7,1,4463,Gas,1500,7,5,5,g5.jpg
131,558,7,2,4463,Electric,800,8,5,4,e4.jpg
69,558,7,3,4463,Induction,800,7,10,3,i3.jpg
22,558,8,1,4464,Gas,800,8,0,3,g3.jpg
173,558,8,2,4464,Electric,500,7,0,5,e5.jpg
12,558,8,3,4464,Induction,500,7,0,3,i3.jpg
145,559,1,1,4465,Gas,500,7,10,4,g4.jpg
38,559,1,2,4465,Electric,500,7,5,3,e3.jpg
144,559,1,3,4465,Induction,1500,6,10,4,i4.jpg
175,559,2,1,4466,Gas,800,7,0,5,g5.jpg
164,559,2,2,4466,Electric,500,6,0,5,e5.jpg
63,559,2,3,4466,Induction,1500,6,10,3,i3.jpg
37,559,3,1,4467,Gas,500,7,5,3,g3.jpg
230,559,3,2,4467,Electric,800,7,10,5,e5.jpg
168,559,3,3,4467,Induction,800,6,0,5,i5.jpg
31,559,4,1,4468,Gas,800,6,5,3,g3.jpg
77,559,4,2,4468,Electric,800,8,10,3,e3.jpg
93,559,4,3,4468,Induction,500,7,0,4,i4.jpg
139,559,5,1,4469,Gas,800,6,10,4,g4.jpg
215,559,5,2,4469,Electric,1500,8,5,5,e5.jpg
234,559,5,3,4469,Induction,1500,7,10,5,i5.jpg
214,559,6,1,4470,Gas,1500,8,5,5,g5.jpg
119,559,6,2,4470,Electric,500,7,5,4,e4.jpg
225,559,6,3,4470,Induction,1500,6,10,5,i5.jpg
172,559,7,1,4471,Gas,500,7,0,5,g5.jpg
179,559,7,2,4471,Electric,1500,7,0,5,e5.jpg
174,559,7,3,4471,Induction,500,7,0,5,i5.jpg
13,559,8,1,4472,Gas,800,7,0,3,g3.jpg
26,559,8,2,4472,Electric,1500,8,0,3,e3.jpg
27,559,8,3,4472,Induction,1500,8,0,3,i3.jpg
184,560,1,1,4473,Gas,800,8,0,5,g5.jpg
32,560,1,2,4473,Electric,800,6,5,3,e3.jpg
57,560,1,3,4473,Induction,500,6,10,3,i3.jpg
217,560,2,1,4474,Gas,500,6,10,5,g5.jpg
65,560,2,2,4474,Electric,500,7,10,3,e3.jpg
24,560,2,3,4474,Induction,800,8,0,3,i3.jpg
1,560,3,1,4475,Gas,500,6,0,3,g3.jpg
227,560,3,2,4475,Electric,500,7,10,5,e5.jpg
231,560,3,3,4475,Induction,800,7,10,5,i5.jpg
10,560,4,1,4476,Gas,500,7,0,3,g3.jpg
173,560,4,2,4476,Electric,500,7,0,5,e5.jpg
84,560,4,3,4476,Induction,500,6,0,4,i4.jpg
211,560,5,1,4477,Gas,800,8,5,5,g5.jpg
23,560,5,2,4477,Electric,800,8,0,3,e3.jpg
201,560,5,3,4477,Induction,500,7,5,5,i5.jpg
172,560,6,1,4478,Gas,500,7,0,5,g5.jpg
20,560,6,2,4478,Electric,500,8,0,3,e3.jpg
138,560,6,3,4478,Induction,500,6,10,4,i4.jpg
127,560,7,1,4479,Gas,500,8,5,4,g4.jpg
101,560,7,2,4479,Electric,500,8,0,4,e4.jpg
234,560,7,3,4479,Induction,1500,7,10,5,i5.jpg
190,560,8,1,4480,Gas,500,6,5,5,g5.jpg
182,560,8,2,4480,Electric,500,8,0,5,e5.jpg
141,560,8,3,4480,Induction,800,6,10,4,i4.jpg
133,561,1,1,4481,Gas,1500,8,5,4,g4.jpg
209,561,1,2,4481,Electric,500,8,5,5,e5.jpg
168,561,1,3,4481,Induction,800,6,0,5,i5.jpg
163,561,2,1,4482,Gas,500,6,0,5,g5.jpg
173,561,2,2,4482,Electric,500,7,0,5,e5.jpg
75,561,2,3,4482,Induction,500,8,10,3,i3.jpg
94,561,3,1,4483,Gas,800,7,0,4,g4.jpg
203,561,3,2,4483,Electric,800,7,5,5,e5.jpg
51,561,3,3,4483,Induction,800,8,5,3,i3.jpg
199,561,4,1,4484,Gas,500,7,5,5,g5.jpg
143,561,4,2,4484,Electric,1500,6,10,4,e4.jpg
33,561,4,3,4484,Induction,800,6,5,3,i3.jpg
220,561,5,1,4485,Gas,800,6,10,5,g5.jpg
218,561,5,2,4485,Electric,500,6,10,5,e5.jpg
195,561,5,3,4485,Induction,800,6,5,5,i5.jpg
10,561,6,1,4486,Gas,500,7,0,3,g3.jpg
218,561,6,2,4486,Electric,500,6,10,5,e5.jpg
183,561,6,3,4486,Induction,500,8,0,5,i5.jpg
94,561,7,1,4487,Gas,800,7,0,4,g4.jpg
44,561,7,2,4487,Electric,1500,7,5,3,e3.jpg
63,561,7,3,4487,Induction,1500,6,10,3,i3.jpg
169,561,8,1,4488,Gas,1500,6,0,5,g5.jpg
119,561,8,2,4488,Electric,500,7,5,4,e4.jpg
54,561,8,3,4488,Induction,1500,8,5,3,i3.jpg
175,562,1,1,4489,Gas,800,7,0,5,g5.jpg
23,562,1,2,4489,Electric,800,8,0,3,e3.jpg
51,562,1,3,4489,Induction,800,8,5,3,i3.jpg
226,562,2,1,4490,Gas,500,7,10,5,g5.jpg
131,562,2,2,4490,Electric,800,8,5,4,e4.jpg
201,562,2,3,4490,Induction,500,7,5,5,i5.jpg
76,562,3,1,4491,Gas,800,8,10,3,g3.jpg
182,562,3,2,4491,Electric,500,8,0,5,e5.jpg
186,562,3,3,4491,Induction,800,8,0,5,i5.jpg
13,562,4,1,4492,Gas,800,7,0,3,g3.jpg
20,562,4,2,4492,Electric,500,8,0,3,e3.jpg
117,562,4,3,4492,Induction,1500,6,5,4,i4.jpg
175,562,5,1,4493,Gas,800,7,0,5,g5.jpg
128,562,5,2,4493,Electric,500,8,5,4,e4.jpg
171,562,5,3,4493,Induction,1500,6,0,5,i5.jpg
175,562,6,1,4494,Gas,800,7,0,5,g5.jpg
239,562,6,2,4494,Electric,800,8,10,5,e5.jpg
87,562,6,3,4494,Induction,800,6,0,4,i4.jpg
154,562,7,1,4495,Gas,500,8,10,4,g4.jpg
134,562,7,2,4495,Electric,1500,8,5,4,e4.jpg
156,562,7,3,4495,Induction,500,8,10,4,i4.jpg
205,562,8,1,4496,Gas,1500,7,5,5,g5.jpg
242,562,8,2,4496,Electric,1500,8,10,5,e5.jpg
129,562,8,3,4496,Induction,500,8,5,4,i4.jpg
169,563,1,1,4497,Gas,1500,6,0,5,g5.jpg
29,563,1,2,4497,Electric,500,6,5,3,e3.jpg
45,563,1,3,4497,Induction,1500,7,5,3,i3.jpg
223,563,2,1,4498,Gas,1500,6,10,5,g5.jpg
140,563,2,2,4498,Electric,800,6,10,4,e4.jpg
180,563,2,3,4498,Induction,1500,7,0,5,i5.jpg
25,563,3,1,4499,Gas,1500,8,0,3,g3.jpg
71,563,3,2,4499,Electric,1500,7,10,3,e3.jpg
51,563,3,3,4499,Induction,800,8,5,3,i3.jpg
187,563,4,1,4500,Gas,1500,8,0,5,g5.jpg
137,563,4,2,4500,Electric,500,6,10,4,e4.jpg
144,563,4,3,4500,Induction,1500,6,10,4,i4.jpg
193,563,5,1,4501,Gas,800,6,5,5,g5.jpg
188,563,5,2,4501,Electric,1500,8,0,5,e5.jpg
222,563,5,3,4501,Induction,800,6,10,5,i5.jpg
88,563,6,1,4502,Gas,1500,6,0,4,g4.jpg
197,563,6,2,4502,Electric,1500,6,5,5,e5.jpg
87,563,6,3,4502,Induction,800,6,0,4,i4.jpg
13,563,7,1,4503,Gas,800,7,0,3,g3.jpg
203,563,7,2,4503,Electric,800,7,5,5,e5.jpg
210,563,7,3,4503,Induction,500,8,5,5,i5.jpg
178,563,8,1,4504,Gas,1500,7,0,5,g5.jpg
128,563,8,2,4504,Electric,500,8,5,4,e4.jpg
15,563,8,3,4504,Induction,800,7,0,3,i3.jpg
211,564,1,1,4505,Gas,800,8,5,5,g5.jpg
191,564,1,2,4505,Electric,500,6,5,5,e5.jpg
234,564,1,3,4505,Induction,1500,7,10,5,i5.jpg
43,564,2,1,4506,Gas,1500,7,5,3,g3.jpg
98,564,2,2,4506,Electric,1500,7,0,4,e4.jpg
174,564,2,3,4506,Induction,500,7,0,5,i5.jpg
163,564,3,1,4507,Gas,500,6,0,5,g5.jpg
197,564,3,2,4507,Electric,1500,6,5,5,e5.jpg
171,564,3,3,4507,Induction,1500,6,0,5,i5.jpg
28,564,4,1,4508,Gas,500,6,5,3,g3.jpg
29,564,4,2,4508,Electric,500,6,5,3,e3.jpg
117,564,4,3,4508,Induction,1500,6,5,4,i4.jpg
145,564,5,1,4509,Gas,500,7,10,4,g4.jpg
149,564,5,2,4509,Electric,800,7,10,4,e4.jpg
219,564,5,3,4509,Induction,500,6,10,5,i5.jpg
223,564,6,1,4510,Gas,1500,6,10,5,g5.jpg
128,564,6,2,4510,Electric,500,8,5,4,e4.jpg
117,564,6,3,4510,Induction,1500,6,5,4,i4.jpg
10,564,7,1,4511,Gas,500,7,0,3,g3.jpg
44,564,7,2,4511,Electric,1500,7,5,3,e3.jpg
138,564,7,3,4511,Induction,500,6,10,4,i4.jpg
196,564,8,1,4512,Gas,1500,6,5,5,g5.jpg
224,564,8,2,4512,Electric,1500,6,10,5,e5.jpg
63,564,8,3,4512,Induction,1500,6,10,3,i3.jpg
172,565,1,1,4513,Gas,500,7,0,5,g5.jpg
80,565,1,2,4513,Electric,1500,8,10,3,e3.jpg
12,565,1,3,4513,Induction,500,7,0,3,i3.jpg
73,565,2,1,4514,Gas,500,8,10,3,g3.jpg
143,565,2,2,4514,Electric,1500,6,10,4,e4.jpg
6,565,2,3,4514,Induction,800,6,0,3,i3.jpg
136,565,3,1,4515,Gas,500,6,10,4,g4.jpg
62,565,3,2,4515,Electric,1500,6,10,3,e3.jpg
9,565,3,3,4515,Induction,1500,6,0,3,i3.jpg
13,565,4,1,4516,Gas,800,7,0,3,g3.jpg
224,565,4,2,4516,Electric,1500,6,10,5,e5.jpg
186,565,4,3,4516,Induction,800,8,0,5,i5.jpg
10,565,5,1,4517,Gas,500,7,0,3,g3.jpg
149,565,5,2,4517,Electric,800,7,10,4,e4.jpg
45,565,5,3,4517,Induction,1500,7,5,3,i3.jpg
34,565,6,1,4518,Gas,1500,6,5,3,g3.jpg
146,565,6,2,4518,Electric,500,7,10,4,e4.jpg
54,565,6,3,4518,Induction,1500,8,5,3,i3.jpg
139,565,7,1,4519,Gas,800,6,10,4,g4.jpg
179,565,7,2,4519,Electric,1500,7,0,5,e5.jpg
15,565,7,3,4519,Induction,800,7,0,3,i3.jpg
199,565,8,1,4520,Gas,500,7,5,5,g5.jpg
188,565,8,2,4520,Electric,1500,8,0,5,e5.jpg
225,565,8,3,4520,Induction,1500,6,10,5,i5.jpg
196,566,1,1,4521,Gas,1500,6,5,5,g5.jpg
95,566,1,2,4521,Electric,800,7,0,4,e4.jpg
117,566,1,3,4521,Induction,1500,6,5,4,i4.jpg
208,566,2,1,4522,Gas,500,8,5,5,g5.jpg
32,566,2,2,4522,Electric,800,6,5,3,e3.jpg
225,566,2,3,4522,Induction,1500,6,10,5,i5.jpg
31,566,3,1,4523,Gas,800,6,5,3,g3.jpg
101,566,3,2,4523,Electric,500,8,0,4,e4.jpg
129,566,3,3,4523,Induction,500,8,5,4,i4.jpg
55,566,4,1,4524,Gas,500,6,10,3,g3.jpg
215,566,4,2,4524,Electric,1500,8,5,5,e5.jpg
54,566,4,3,4524,Induction,1500,8,5,3,i3.jpg
148,566,5,1,4525,Gas,800,7,10,4,g4.jpg
167,566,5,2,4525,Electric,800,6,0,5,e5.jpg
237,566,5,3,4525,Induction,500,8,10,5,i5.jpg
178,566,6,1,4526,Gas,1500,7,0,5,g5.jpg
59,566,6,2,4526,Electric,800,6,10,3,e3.jpg
39,566,6,3,4526,Induction,500,7,5,3,i3.jpg
25,566,7,1,4527,Gas,1500,8,0,3,g3.jpg
71,566,7,2,4527,Electric,1500,7,10,3,e3.jpg
189,566,7,3,4527,Induction,1500,8,0,5,i5.jpg
13,566,8,1,4528,Gas,800,7,0,3,g3.jpg
203,566,8,2,4528,Electric,800,7,5,5,e5.jpg
228,566,8,3,4528,Induction,500,7,10,5,i5.jpg
136,567,1,1,4529,Gas,500,6,10,4,g4.jpg
227,567,1,2,4529,Electric,500,7,10,5,e5.jpg
210,567,1,3,4529,Induction,500,8,5,5,i5.jpg
187,567,2,1,4530,Gas,1500,8,0,5,g5.jpg
65,567,2,2,4530,Electric,500,7,10,3,e3.jpg
57,567,2,3,4530,Induction,500,6,10,3,i3.jpg
184,567,3,1,4531,Gas,800,8,0,5,g5.jpg
230,567,3,2,4531,Electric,800,7,10,5,e5.jpg
135,567,3,3,4531,Induction,1500,8,5,4,i4.jpg
91,567,4,1,4532,Gas,500,7,0,4,g4.jpg
134,567,4,2,4532,Electric,1500,8,5,4,e4.jpg
42,567,4,3,4532,Induction,800,7,5,3,i3.jpg
136,567,5,1,4533,Gas,500,6,10,4,g4.jpg
176,567,5,2,4533,Electric,800,7,0,5,e5.jpg
99,567,5,3,4533,Induction,1500,7,0,4,i4.jpg
43,567,6,1,4534,Gas,1500,7,5,3,g3.jpg
71,567,6,2,4534,Electric,1500,7,10,3,e3.jpg
237,567,6,3,4534,Induction,500,8,10,5,i5.jpg
232,567,7,1,4535,Gas,1500,7,10,5,g5.jpg
89,567,7,2,4535,Electric,1500,6,0,4,e4.jpg
93,567,7,3,4535,Induction,500,7,0,4,i4.jpg
136,567,8,1,4536,Gas,500,6,10,4,g4.jpg
182,567,8,2,4536,Electric,500,8,0,5,e5.jpg
228,567,8,3,4536,Induction,500,7,10,5,i5.jpg
64,568,1,1,4537,Gas,500,7,10,3,g3.jpg
149,568,1,2,4537,Electric,800,7,10,4,e4.jpg
60,568,1,3,4537,Induction,800,6,10,3,i3.jpg
145,568,2,1,4538,Gas,500,7,10,4,g4.jpg
86,568,2,2,4538,Electric,800,6,0,4,e4.jpg
243,568,2,3,4538,Induction,1500,8,10,5,i5.jpg
28,568,3,1,4539,Gas,500,6,5,3,g3.jpg
182,568,3,2,4539,Electric,500,8,0,5,e5.jpg
99,568,3,3,4539,Induction,1500,7,0,4,i4.jpg
67,568,4,1,4540,Gas,800,7,10,3,g3.jpg
122,568,4,2,4540,Electric,800,7,5,4,e4.jpg
210,568,4,3,4540,Induction,500,8,5,5,i5.jpg
235,568,5,1,4541,Gas,500,8,10,5,g5.jpg
62,568,5,2,4541,Electric,1500,6,10,3,e3.jpg
186,568,5,3,4541,Induction,800,8,0,5,i5.jpg
235,568,6,1,4542,Gas,500,8,10,5,g5.jpg
92,568,6,2,4542,Electric,500,7,0,4,e4.jpg
18,568,6,3,4542,Induction,1500,7,0,3,i3.jpg
10,568,7,1,4543,Gas,500,7,0,3,g3.jpg
173,568,7,2,4543,Electric,500,7,0,5,e5.jpg
24,568,7,3,4543,Induction,800,8,0,3,i3.jpg
94,568,8,1,4544,Gas,800,7,0,4,g4.jpg
8,568,8,2,4544,Electric,1500,6,0,3,e3.jpg
204,568,8,3,4544,Induction,800,7,5,5,i5.jpg
118,569,1,1,4545,Gas,500,7,5,4,g4.jpg
152,569,1,2,4545,Electric,1500,7,10,4,e4.jpg
84,569,1,3,4545,Induction,500,6,0,4,i4.jpg
97,569,2,1,4546,Gas,1500,7,0,4,g4.jpg
119,569,2,2,4546,Electric,500,7,5,4,e4.jpg
24,569,2,3,4546,Induction,800,8,0,3,i3.jpg
37,569,3,1,4547,Gas,500,7,5,3,g3.jpg
215,569,3,2,4547,Electric,1500,8,5,5,e5.jpg
18,569,3,3,4547,Induction,1500,7,0,3,i3.jpg
241,569,4,1,4548,Gas,1500,8,10,5,g5.jpg
47,569,4,2,4548,Electric,500,8,5,3,e3.jpg
12,569,4,3,4548,Induction,500,7,0,3,i3.jpg
130,569,5,1,4549,Gas,800,8,5,4,g4.jpg
11,569,5,2,4549,Electric,500,7,0,3,e3.jpg
123,569,5,3,4549,Induction,800,7,5,4,i4.jpg
199,569,6,1,4550,Gas,500,7,5,5,g5.jpg
98,569,6,2,4550,Electric,1500,7,0,4,e4.jpg
144,569,6,3,4550,Induction,1500,6,10,4,i4.jpg
37,569,7,1,4551,Gas,500,7,5,3,g3.jpg
74,569,7,2,4551,Electric,500,8,10,3,e3.jpg
189,569,7,3,4551,Induction,1500,8,0,5,i5.jpg
61,569,8,1,4552,Gas,1500,6,10,3,g3.jpg
23,569,8,2,4552,Electric,800,8,0,3,e3.jpg
183,569,8,3,4552,Induction,500,8,0,5,i5.jpg
178,570,1,1,4553,Gas,1500,7,0,5,g5.jpg
152,570,1,2,4553,Electric,1500,7,10,4,e4.jpg
96,570,1,3,4553,Induction,800,7,0,4,i4.jpg
214,570,2,1,4554,Gas,1500,8,5,5,g5.jpg
62,570,2,2,4554,Electric,1500,6,10,3,e3.jpg
111,570,2,3,4554,Induction,500,6,5,4,i4.jpg
88,570,3,1,4555,Gas,1500,6,0,4,g4.jpg
35,570,3,2,4555,Electric,1500,6,5,3,e3.jpg
237,570,3,3,4555,Induction,500,8,10,5,i5.jpg
82,570,4,1,4556,Gas,500,6,0,4,g4.jpg
17,570,4,2,4556,Electric,1500,7,0,3,e3.jpg
192,570,4,3,4556,Induction,500,6,5,5,i5.jpg
118,570,5,1,4557,Gas,500,7,5,4,g4.jpg
14,570,5,2,4557,Electric,800,7,0,3,e3.jpg
78,570,5,3,4557,Induction,800,8,10,3,i3.jpg
124,570,6,1,4558,Gas,1500,7,5,4,g4.jpg
239,570,6,2,4558,Electric,800,8,10,5,e5.jpg
138,570,6,3,4558,Induction,500,6,10,4,i4.jpg
238,570,7,1,4559,Gas,800,8,10,5,g5.jpg
200,570,7,2,4559,Electric,500,7,5,5,e5.jpg
189,570,7,3,4559,Induction,1500,8,0,5,i5.jpg
70,570,8,1,4560,Gas,1500,7,10,3,g3.jpg
